车名	评分	购买地点	购买时间	购买价格	油耗+里程	序号	列1	空间	动力	操控	油耗	舒适性	外观	内饰	性价比	购车目的	Attributes	Sentences	Label
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	空调	"['双区自动空调,带后倒车雷达倒车影像带倒车轨迹,定速巡航']"	positive
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	电路器件	"['电子手刹,电子限滑手动关闭功能,还有运动模式']"	neutral
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	转向	"['方向盘变得非常沉重,一个手搬不动需要两个手握着', '方向盘几乎没有虚位,力度刚刚好,很有韧性,一只手开有种开飞机的感觉。']"	positive
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	车身空间	"['车身尺寸刚好,城区够灵活,停车挺好停,途昂那尺寸的车城区驾驶、停车真的是受罪', '自己加装了前后保险杠,想当完美。', '头能顶到车顶,大个子坐两分钟就能让你生不如死。', '后备箱太小,和CRV没法比。', '前排车窗一键升降', '不知道是后备箱遮物帘发出的还是安全带盒发出的,不影响驾驶前排完全听不见,也没管过。', '32后排头部空间弱鸡杠杠的0%buffered00:00播放暂停00:00/00:07倍速2x1.', '后备箱比轿车的载能力强太多,全景大天窗,车身用料扎实,被动安全性也是同价位最高,品牌合资车']"	positive
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	行驶	"['银色铝合金轮毂够大', '轮胎宽,车胎薄,路感想当清晰,转弯侧倾控制的很好堪比轿车', '太薄的轮胎走石板路怕割破胎壁,而且容易鼓包。', '一体轴插销解决了17款之前断轴的问题']"	neutral
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	操控性	"['防撞梁同价位最厚,美国车重是有道理的,门板内填充物材料扎实']"	positive
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	燃油系统	"['一、油耗！', '油耗是真的高,自己上下班距离不远但是纯纯的堵车城区双车道路况,每天10公里,清空小表后正常上下班一个周,实测14L/100km.', '卡罗拉混动的3倍油耗。', '山路油耗10-11升左右,高速7-8个左右。', '现在汽油又要涨价了,8块多一升.']"	neutral
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	悬挂	"['过车库减速带不敢超过15的速度', '自动启停声音震动大,做不到马自达那种水平。', '车辆怠速震动明显。']"	negative
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	车内附件	['杯架内部磨损严重。']	negative
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	电子控制单位	['雷达定速巡航']	positive
昂科威                        2018款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	定西	2018/3/1	22.90万元	10.2升/百公里7000公里	10004	4	3	5	5	2	4	5	5	5	上下班自驾游	灯具	['加热自动大灯']	neutral
昂科威                        2016款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州邗江	2015/10/1	25.09万元	9.0升/百公里13000公里	8559	4.5	4	4	5	4	5	5	4	5	上下班购物接送小孩自驾游跑长途	悬挂	"['舒适的悬架,丰富的配置。']"	positive
昂科威                        2016款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州邗江	2015/10/1	25.09万元	9.0升/百公里13000公里	8559	4.5	4	4	5	4	5	5	4	5	上下班购物接送小孩自驾游跑长途	发动机	"['不带自动驻车功能的发动机启停根本就是在耍流氓。', '5t发动机日常用足够']"	neutral
昂科威                        2016款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州邗江	2015/10/1	25.09万元	9.0升/百公里13000公里	8559	4.5	4	4	5	4	5	5	4	5	上下班购物接送小孩自驾游跑长途	车身空间	['后备箱空间并没有想象中的大。']	neutral
昂科威                        2016款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州邗江	2015/10/1	25.09万元	9.0升/百公里13000公里	8559	4.5	4	4	5	4	5	5	4	5	上下班购物接送小孩自驾游跑长途	传动	['但是变速箱拖了后腿。']	neutral
昂科威                        2016款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州邗江	2015/10/1	25.09万元	9.0升/百公里13000公里	8559	4.5	4	4	5	4	5	5	4	5	上下班购物接送小孩自驾游跑长途	行驶	['底盘扎实。']	positive
昂科威                        2016款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州邗江	2015/10/1	25.09万元	9.0升/百公里13000公里	8559	4.5	4	4	5	4	5	5	4	5	上下班购物接送小孩自驾游跑长途	内饰	"['就是后排座椅略微偏硬。', '再加上内饰的设计,最终打动了我。']"	positive
昂科威                        2016款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州邗江	2015/10/1	25.09万元	9.0升/百公里13000公里	8559	4.5	4	4	5	4	5	5	4	5	上下班购物接送小孩自驾游跑长途	外观设计	"['外观中庸,符合个人喜好。']"	neutral
昂科威                        2016款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	扬州邗江	2015/10/1	25.09万元	9.0升/百公里13000公里	8559	4.5	4	4	5	4	5	5	4	5	上下班购物接送小孩自驾游跑长途	保养	"['价格对得起这样的配置还看过途观,高尔夫,君越。']"	positive
昂科威                        2015款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	石家庄	2015/10/1	23.00万元	9.5升/百公里1500公里	7941	3.25	3	1	4	4	4	3	5	4	上下班	动力性能	"['动力严重不足,没问题在城市开动力足够了,出远门最好不要']"	neutral
昂科威                        2015款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	石家庄	2015/10/1	23.00万元	9.5升/百公里1500公里	7941	3.25	3	1	4	4	4	3	5	4	上下班	车身空间	"['超车费劲死了空间已经可以了', '天窗后面']"	neutral
昂科威                        2015款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	石家庄	2015/10/1	23.00万元	9.5升/百公里1500公里	7941	3.25	3	1	4	4	4	3	5	4	上下班	舒适性	"['超车费劲死了噪音大,悬挂太硬了。']"	negative
昂科威                        2015款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	石家庄	2015/10/1	23.00万元	9.5升/百公里1500公里	7941	3.25	3	1	4	4	4	3	5	4	上下班	内饰	"['副驾驶没有电动座椅,挺满意的。', '不咋滴内饰真皮的']"	neutral
昂科威                        2015款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	石家庄	2015/10/1	23.00万元	9.5升/百公里1500公里	7941	3.25	3	1	4	4	4	3	5	4	上下班	外观设计	['后备箱外观不咋滴还行']	negative
昂科威                        2015款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	石家庄	2015/10/1	23.00万元	9.5升/百公里1500公里	7941	3.25	3	1	4	4	4	3	5	4	上下班	车身附件	['后面玻璃']	neutral
昂科威                        2015款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	石家庄	2015/10/1	23.00万元	9.5升/百公里1500公里	7941	3.25	3	1	4	4	4	3	5	4	上下班	油耗量	"['美国车都费油,但是现在看来。', '耗油还行挺满意的']"	neutral
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	行驶	"['经常能看到有打滑过的车轮痕迹,我开昂科威很稳的！', '车子底盘很高,压马路牙子和跑乡下烂路一点问题没有。']"	neutral
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	车内附件	"['后视镜要是能再大点就好了,不过还好28T豪华带并线辅助的功能,万一有什么情况车子会告诉我。', '后视镜不是很大,不过有变道辅助弥补了,开车没什么影响。']"	neutral
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	车身空间	"['后备厢要是也能大点就好了。', '乘坐空间非常好！', '关于空间', '昂科威空间也有一点不足,那就是后备厢比较小,才422升的容积,对于正常用车来说问题不大,但是以后全家一起出去自驾的时候,我估计要利用起头顶的行李架了。', '否则对后备厢的空间肯定会表示不满。', '车身十分稳定。', '空间大,全景天窗敞亮', '车尾也有点平淡', '空间大']"	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	内饰	"['是后排地板几乎是纯平', '后排坐三个成人显得十分宽松,脚也好放。', '为什么那么多车后排都有一个突起,尤其是大众的途观L,中间那一堆估计比手机还高,后排如果坐三个成人的话感觉肯定糟透了！', '座椅包裹好', '内饰做得真不错,到处都是双缝线真皮,外加木纹装饰,显得比较高端豪华。']"	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	动力性能	"['0T动力还可以的,现在路上很多同级别的SUV都是这个排量。', '这个动力总成还是挺牛叉的,所以实际表现确实让我满意。', '最主要还是动力、操控、安全、舒适性这些。', '动力不错']"	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	传动	"['油门保持在大概一半的位置即可。', '它的变速箱应该是6T75的']"	neutral
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	发动机	"['昂科威用的是LTG的发动机,缸内直喷,进过沃德十佳,买车之前看过评测']"	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	转向	"['昂科威的方向盘轻、准,高速上会变重一点以确保不会轻易变道。']"	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	电子控制单位	['自动泊车这些。']	neutral
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	燃油系统	['这个油耗我满意。']	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	舒适性	['隔音也不错。']	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	外观设计	"['不是那种看起来特别时尚特别妖娆的车型。', '刚开始的时候外观我倒不是特别喜欢,现在看多了越看越顺眼了。', '再说我觉得车子外观只占到很小的一部分吧', '主要是觉得昂科威外观显得太圆胖了一点,不够精神。']"	neutral
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	多媒体	"['而中控屏幕靠近上端,与视线比较接近,这是很人性化的一点。']"	positive
昂科威                        2017款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	北京	2017/1/1	28.99万元	9.0升/百公里6500公里	9351	5	4	5	5	5	5	4	5	5	上下班自驾游商务差旅	开关	"['按键设计得不复杂,分区分类,操作的时候不用分心,直接就能摸到自己想要调控的按键。']"	neutral
